Keyword,ad_position_average,ad_position_max,ad_position_min,bid,cpc_average,cpc_max,cpc_min,daily_clicks_average,daily_clicks_max,daily_clicks_min,daily_cost_average,daily_cost_max,daily_cost_min,daily_impressions_average,daily_impressions_max,daily_impressions_min,key,language,loc_id,match
internal,1.06,1.0,1.11,100,6.9,7.59,6.21,0.03,0.03,0.02,0.18,0.2,0.16,0.45,0.5,0.41,internal,en,2124,exact
optim optimizer,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,optim optimizer,en,2124,exact
paper continuous,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paper continuous,en,2124,exact
aws vs paperspace,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aws vs paperspace,en,2124,exact
modes sampling,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,modes sampling,en,2124,exact
required ensure,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,required ensure,en,2124,exact
gpus optimized needs,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpus optimized needs,en,2124,exact
going,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,going,en,2124,exact
sound,1.06,1.0,1.11,100,9.44,10.38,8.49,0.08,0.09,0.07,0.73,0.81,0.66,1.36,1.49,1.22,sound,en,2124,exact
learnr,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,learnr,en,2124,exact
response lawful,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,response lawful,en,2124,exact
distribution visualizing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,distribution visualizing,en,2124,exact
algebras,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,algebras,en,2124,exact
pixels,1.06,1.0,1.11,100,1.71,1.88,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.5,0.41,pixels,en,2124,exact
powerful pipelining,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,powerful pipelining,en,2124,exact
rent gpu cloud,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rent gpu cloud,en,2124,exact
personal cloud computing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,personal cloud computing,en,2124,exact
weeks,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,weeks,en,2124,exact
published,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,published,en,2124,exact
cancellation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cancellation,en,2124,exact
production monitoring performance deploying,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,production monitoring performance deploying,en,2124,exact
project liferun,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,project liferun,en,2124,exact
games,1.06,1.0,1.13,100,11.3,12.43,10.17,472.67,519.94,425.41,5341.52,5875.68,4807.37,2990.74,3289.82,2691.67,games,en,2124,exact
updating,1.06,1.0,1.11,100,2.34,2.57,2.1,1.28,1.41,1.15,2.99,3.29,2.69,19.88,21.87,17.89,updating,en,2124,exact
nodes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nodes,en,2124,exact
abstracts,1.06,1.0,1.11,100,5.65,6.22,5.09,0.02,0.02,0.02,0.1,0.12,0.09,0.45,0.5,0.41,abstracts,en,2124,exact
boxing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boxing,en,2124,exact
optionally,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,optionally,en,2124,exact
lattices,1.06,1.0,1.11,100,24.81,27.29,22.33,0.02,0.03,0.02,0.6,0.66,0.54,0.45,0.5,0.41,lattices,en,2124,exact
paperspace gaming,2.02,1.82,2.22,100,3.35,3.68,3.01,0.05,0.05,0.04,0.15,0.17,0.14,0.45,0.5,0.41,paperspace gaming,en,2124,exact
science time takes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,science time takes,en,2124,exact
rasa,1.06,1.0,1.11,100,29.02,31.92,26.12,0.03,0.03,0.03,0.86,0.94,0.77,1.36,1.49,1.22,rasa,en,2124,exact
enhancement,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,enhancement,en,2124,exact
video tutorial,1.06,1.0,1.11,100,28.65,31.52,25.79,0.02,0.02,0.02,0.51,0.56,0.46,0.45,0.5,0.41,video tutorial,en,2124,exact
versioning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,versioning,en,2124,exact
collected,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,collected,en,2124,exact
deep learning computer build,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deep learning computer build,en,2124,exact
version,1.06,1.0,1.11,100,1.79,1.97,1.61,0.1,0.11,0.09,0.17,0.19,0.15,1.81,1.99,1.63,version,en,2124,exact
communities,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,communities,en,2124,exact
online free gpu,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online free gpu,en,2124,exact
portable laptops,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,portable laptops,en,2124,exact
changing,1.06,1.0,1.11,100,5.22,5.74,4.7,0.02,0.02,0.02,0.12,0.13,0.11,0.75,0.83,0.68,changing,en,2124,exact
researched,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,researched,en,2124,exact
calculations faster,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calculations faster,en,2124,exact
experiment,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,experiment,en,2124,exact
numpy library,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,numpy library,en,2124,exact
concretely,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,concretely,en,2124,exact
connection,1.06,1.0,1.11,100,16.9,18.59,15.21,0.19,0.21,0.17,3.28,3.61,2.95,6.63,7.29,5.96,connection,en,2124,exact
transform visualize,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,transform visualize,en,2124,exact
making,1.06,1.0,1.11,100,10.88,11.97,9.79,0.05,0.06,0.05,0.57,0.63,0.51,1.2,1.33,1.08,making,en,2124,exact
flexibility,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flexibility,en,2124,exact
cloud computing for deep learning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cloud computing for deep learning,en,2124,exact
lets download,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lets download,en,2124,exact
free gpu for machine learning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,free gpu for machine learning,en,2124,exact
paperspace,2.06,1.86,2.27,100,37.31,41.04,33.58,0.38,0.41,0.34,14.07,15.47,12.66,12.05,13.25,10.84,paperspace,en,2124,exact
accelerator,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accelerator,en,2124,exact
jenny,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jenny,en,2124,exact
exists,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,exists,en,2124,exact
selection,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selection,en,2124,exact
operated companies offers,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,operated companies offers,en,2124,exact
analysis,1.08,1.0,1.15,100,46.87,51.56,42.18,1.12,1.24,1.01,52.72,57.99,47.44,127.43,140.17,114.68,analysis,en,2124,exact
labelled,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,labelled,en,2124,exact
stage,1.18,1.06,1.3,100,23.27,25.59,20.94,0.05,0.05,0.04,1.16,1.28,1.04,2.41,2.65,2.17,stage,en,2124,exact
cooperate,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cooperate,en,2124,exact
rent pc in cloud,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rent pc in cloud,en,2124,exact
table contents,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,table contents,en,2124,exact
translated,1.06,1.0,1.12,100,47.63,52.39,42.86,5.18,5.69,4.66,246.54,271.19,221.89,198.07,217.87,178.26,translated,en,2124,exact
section,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,section,en,2124,exact
register https,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,register https,en,2124,exact
rent virtual computer,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rent virtual computer,en,2124,exact
listings,1.06,1.0,1.11,100,8.95,9.84,8.05,0.07,0.08,0.06,0.62,0.68,0.56,1.2,1.33,1.08,listings,en,2124,exact
ensured,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ensured,en,2124,exact
files,1.06,1.0,1.11,100,9.75,10.73,8.78,0.59,0.65,0.53,5.74,6.32,5.17,10.69,11.76,9.62,files,en,2124,exact
differently,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,differently,en,2124,exact
loss,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,loss,en,2124,exact
machine takes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,machine takes,en,2124,exact
limits,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,limits,en,2124,exact
factorized product,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,factorized product,en,2124,exact
points adaptive methods,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,points adaptive methods,en,2124,exact
helps extract,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,helps extract,en,2124,exact
defined,1.06,1.0,1.11,100,30.24,33.26,27.21,0.02,0.02,0.02,0.55,0.61,0.5,1.66,1.82,1.49,defined,en,2124,exact
authorized,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,authorized,en,2124,exact
electrons,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,electrons,en,2124,exact
outputting,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,outputting,en,2124,exact
derivatives,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,derivatives,en,2124,exact
deep learning cloud vs desktop,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deep learning cloud vs desktop,en,2124,exact
delivered,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,delivered,en,2124,exact
applicability,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,applicability,en,2124,exact
number objects,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number objects,en,2124,exact
operation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,operation,en,2124,exact
look explore,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,look explore,en,2124,exact
let,1.06,1.0,1.11,100,4.86,5.35,4.38,0.03,0.03,0.03,0.14,0.15,0.12,0.45,0.5,0.41,let,en,2124,exact
jan,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jan,en,2124,exact
games fast,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,games fast,en,2124,exact
quiz,1.06,1.0,1.11,100,1.85,2.03,1.66,8.0,8.8,7.2,14.78,16.26,13.3,57.99,63.79,52.19,quiz,en,2124,exact
standard gains,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard gains,en,2124,exact
cover problems,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cover problems,en,2124,exact
authoring customization,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,authoring customization,en,2124,exact
maths,1.06,1.0,1.11,100,14.66,16.13,13.2,0.54,0.59,0.49,7.9,8.69,7.11,6.48,7.12,5.83,maths,en,2124,exact
windows,1.4,1.26,1.54,100,48.09,52.89,43.28,9.13,10.05,8.22,439.26,483.18,395.33,352.3,387.53,317.07,windows,en,2124,exact
class activation maps http,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,class activation maps http,en,2124,exact
discriminators generators,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,discriminators generators,en,2124,exact
costs,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,costs,en,2124,exact
grids,1.06,1.0,1.11,100,14.28,15.71,12.85,0.07,0.07,0.06,0.96,1.05,0.86,2.56,2.82,2.3,grids,en,2124,exact
create websites,5.72,5.15,6.3,100,9.93,10.92,8.94,0.05,0.06,0.05,0.53,0.58,0.48,2.26,2.49,2.03,create websites,en,2124,exact
searched,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,searched,en,2124,exact
def tutorial,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,def tutorial,en,2124,exact
communications,1.13,1.02,1.25,100,20.83,22.91,18.75,0.12,0.13,0.11,2.47,2.72,2.22,4.52,4.97,4.07,communications,en,2124,exact
bboxes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bboxes,en,2124,exact
free cloud for machine learning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,free cloud for machine learning,en,2124,exact
organizations,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,organizations,en,2124,exact
starts,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,starts,en,2124,exact
software engineering building,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,software engineering building,en,2124,exact
financial,1.27,1.14,1.4,100,45.54,50.1,40.99,0.06,0.07,0.06,2.91,3.21,2.62,3.61,3.98,3.25,financial,en,2124,exact
reading,1.06,1.0,1.11,100,22.2,24.42,19.98,0.39,0.43,0.35,8.72,9.59,7.85,6.63,7.29,5.96,reading,en,2124,exact
source,1.06,1.0,1.11,100,18.14,19.96,16.33,218.4,240.24,196.56,3962.29,4358.51,3566.06,1301.52,1431.67,1171.37,source,en,2124,exact
directions plane,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,directions plane,en,2124,exact
gradients,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gradients,en,2124,exact
python,1.07,1.0,1.13,100,25.73,28.3,23.15,3.25,3.58,2.93,83.71,92.08,75.34,100.31,110.35,90.28,python,en,2124,exact
machine learning cases factor,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,machine learning cases factor,en,2124,exact
paperspace app,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paperspace app,en,2124,exact
server,2.0,1.8,2.2,100,40.69,44.76,36.62,0.61,0.67,0.55,24.65,27.12,22.19,42.78,47.05,38.5,server,en,2124,exact
placed,2.12,1.9,2.33,100,45.55,50.11,41.0,0.04,0.04,0.03,1.6,1.76,1.44,2.86,3.15,2.58,placed,en,2124,exact
tokenization,1.24,1.12,1.36,100,40.98,45.07,36.88,0.18,0.2,0.16,7.37,8.11,6.64,12.05,13.25,10.84,tokenization,en,2124,exact
reinforcment,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reinforcment,en,2124,exact
benefits widely,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benefits widely,en,2124,exact
need,1.06,1.0,1.11,100,9.67,10.64,8.7,0.08,0.09,0.07,0.79,0.87,0.71,1.36,1.49,1.22,need,en,2124,exact
single,1.13,1.01,1.24,100,43.93,48.33,39.54,1.38,1.52,1.25,60.81,66.89,54.73,57.24,62.96,51.51,single,en,2124,exact
develop improve,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,develop improve,en,2124,exact
special missing values improved,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,special missing values improved,en,2124,exact
coding,1.08,1.0,1.15,100,36.24,39.86,32.61,2.82,3.11,2.54,102.34,112.57,92.1,42.93,47.22,38.63,coding,en,2124,exact
cultures,1.06,1.0,1.11,100,19.35,21.29,17.42,0.15,0.17,0.14,2.92,3.21,2.63,4.37,4.8,3.93,cultures,en,2124,exact
finally,1.06,1.0,1.11,100,19.84,21.82,17.85,0.01,0.01,0.01,0.15,0.17,0.14,0.75,0.83,0.68,finally,en,2124,exact
derived,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,derived,en,2124,exact
automations,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,automations,en,2124,exact
gpu rent online,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpu rent online,en,2124,exact
lstm,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lstm,en,2124,exact
computations,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,computations,en,2124,exact
learned,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,learned,en,2124,exact
processing achieving,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,processing achieving,en,2124,exact
microservice,1.93,1.74,2.12,100,72.64,79.9,65.37,0.11,0.12,0.1,7.97,8.76,7.17,11.6,12.76,10.44,microservice,en,2124,exact
objectives,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,objectives,en,2124,exact
directories,1.06,1.0,1.11,100,8.15,8.97,7.34,0.02,0.02,0.02,0.14,0.16,0.13,0.45,0.5,0.41,directories,en,2124,exact
line,1.06,1.0,1.11,100,3.86,4.25,3.48,2.39,2.63,2.15,9.23,10.16,8.31,20.64,22.7,18.57,line,en,2124,exact
reason,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reason,en,2124,exact
forms,1.07,1.0,1.14,100,35.92,39.52,32.33,3.76,4.14,3.39,135.14,148.65,121.62,121.85,134.04,109.67,forms,en,2124,exact
solution,1.06,1.0,1.11,100,10.98,12.08,9.88,0.03,0.04,0.03,0.36,0.4,0.33,0.9,0.99,0.81,solution,en,2124,exact
ideas,1.07,1.0,1.15,100,45.52,50.07,40.96,0.15,0.16,0.13,6.61,7.27,5.95,12.8,14.08,11.52,ideas,en,2124,exact
automation,1.09,1.0,1.19,100,60.66,66.72,54.59,0.33,0.36,0.29,19.73,21.7,17.76,38.56,42.42,34.7,automation,en,2124,exact
enable businesses,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,enable businesses,en,2124,exact
reading working,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reading working,en,2124,exact
optimized,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,optimized,en,2124,exact
synthesis audio,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synthesis audio,en,2124,exact
project like experimenting,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,project like experimenting,en,2124,exact
wildcards single,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wildcards single,en,2124,exact
customized,1.06,1.0,1.11,100,13.72,15.1,12.35,0.02,0.02,0.02,0.24,0.26,0.21,0.45,0.5,0.41,customized,en,2124,exact
define,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,define,en,2124,exact
converted,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,converted,en,2124,exact
material,1.06,1.0,1.11,100,7.13,7.85,6.42,0.23,0.25,0.21,1.63,1.79,1.47,2.26,2.49,2.03,material,en,2124,exact
switch background,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,switch background,en,2124,exact
promoted,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoted,en,2124,exact
rent nvidia gpu,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rent nvidia gpu,en,2124,exact
topic,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic,en,2124,exact
check,1.06,1.0,1.11,100,10.37,11.4,9.33,0.16,0.18,0.15,1.69,1.86,1.52,3.31,3.65,2.98,check,en,2124,exact
outputs increasing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,outputs increasing,en,2124,exact
rent remote pc,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rent remote pc,en,2124,exact
effective ways,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,effective ways,en,2124,exact
examples,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,examples,en,2124,exact
feature,1.26,1.14,1.39,100,19.06,20.97,17.16,0.07,0.08,0.06,1.31,1.44,1.18,1.66,1.82,1.49,feature,en,2124,exact
sources,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sources,en,2124,exact
algorithm called,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,algorithm called,en,2124,exact
running technologies example tutorial,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,running technologies example tutorial,en,2124,exact
atom,1.54,1.39,1.69,100,17.33,19.06,15.6,0.23,0.25,0.21,3.96,4.36,3.57,2.86,3.15,2.58,atom,en,2124,exact
type set,1.06,1.0,1.11,100,54.0,59.4,48.6,0.05,0.05,0.04,2.58,2.84,2.32,3.46,3.81,3.12,type set,en,2124,exact
member,1.06,1.0,1.11,100,3.07,3.38,2.77,0.27,0.3,0.24,0.83,0.91,0.75,4.82,5.3,4.34,member,en,2124,exact
non,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,non,en,2124,exact
copyrighted works,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,copyrighted works,en,2124,exact
email,1.06,1.0,1.11,100,13.09,14.4,11.78,21.3,23.43,19.17,278.8,306.68,250.92,249.43,274.37,224.49,email,en,2124,exact
recording,1.06,1.0,1.11,100,11.87,13.06,10.69,0.14,0.15,0.12,1.61,1.77,1.45,2.11,2.32,1.9,recording,en,2124,exact
gpus,2.13,1.92,2.35,100,63.0,69.3,56.7,0.07,0.07,0.06,4.18,4.6,3.76,2.41,2.65,2.17,gpus,en,2124,exact
securely,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,securely,en,2124,exact
rent gpu online,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rent gpu online,en,2124,exact
completed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,completed,en,2124,exact
interaction,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interaction,en,2124,exact
designing,1.26,1.14,1.39,100,19.57,21.53,17.62,0.04,0.05,0.04,0.87,0.95,0.78,1.81,1.99,1.63,designing,en,2124,exact
statistical,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,statistical,en,2124,exact
machine learning server,3.03,2.73,3.33,100,63.25,69.57,56.92,0.0,0.01,0.0,0.3,0.33,0.27,0.45,0.5,0.41,machine learning server,en,2124,exact
network policies kubernetes engine,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,network policies kubernetes engine,en,2124,exact
character,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,character,en,2124,exact
performs,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,performs,en,2124,exact
formats,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,formats,en,2124,exact
sizes strides,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sizes strides,en,2124,exact
operated cornell university operations,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,operated cornell university operations,en,2124,exact
planned,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,planned,en,2124,exact
installed follows,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,installed follows,en,2124,exact
rdp,2.82,2.54,3.11,100,57.5,63.25,51.75,0.86,0.94,0.77,49.2,54.12,44.28,84.2,92.62,75.78,rdp,en,2124,exact
pushed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pushed,en,2124,exact
objects,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,objects,en,2124,exact
intern,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,intern,en,2124,exact
currently,1.06,1.0,1.11,100,8.17,8.99,7.35,0.01,0.01,0.01,0.07,0.08,0.07,0.45,0.5,0.41,currently,en,2124,exact
submits,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,submits,en,2124,exact
requires,1.06,1.0,1.11,100,1.07,1.18,0.96,0.01,0.02,0.01,0.02,0.02,0.01,0.45,0.5,0.41,requires,en,2124,exact
world,1.06,1.0,1.11,100,18.46,20.31,16.62,0.54,0.6,0.49,10.05,11.06,9.05,13.71,15.08,12.34,world,en,2124,exact
seconds,1.06,1.0,1.11,100,8.56,9.41,7.7,0.06,0.06,0.05,0.49,0.54,0.44,0.9,0.99,0.81,seconds,en,2124,exact
notebooks easy,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notebooks easy,en,2124,exact
collections messages,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,collections messages,en,2124,exact
included adversary,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,included adversary,en,2124,exact
